# Generated by generate_float8_fixtures.py; do not edit by hand.
# schema=v1; f32_bits_hex,f16_bits_hex,f8_bits_hex,checked,tags
f32_bits_hex,f16_bits_hex,f8_bits_hex,checked,tags
0x42aff001,0x5580,0x56,accept,f32_f16_double_round_boundary|stage2_tie
0x42b00000,0x5580,0x56,accept,stage2_tie
0x42d00000,0x5680,0x56,accept,stage2_tie
0x42d00fff,0x5680,0x56,accept,f32_f16_double_round_boundary|stage2_tie
0x42d01000,0x5680,0x56,accept,f32_f16_double_round_boundary|stage2_tie
0x42d01001,0x5681,0x57,accept,f32_f16_double_round_boundary|stage2_tie
0x42efefff,0x577f,0x57,accept,f32_f16_double_round_boundary|stage2_tie
0x42eff000,0x5780,0x58,accept,f32_f16_double_round_boundary|stage2_tie
0x42eff001,0x5780,0x58,accept,f32_f16_double_round_boundary|stage2_tie
0x42f00000,0x5780,0x58,accept,binade_carry|stage2_tie
0x43100000,0x5880,0x58,accept,stage2_tie
0x43100fff,0x5880,0x58,accept,f32_f16_double_round_boundary|stage2_tie
0x43101000,0x5880,0x58,accept,f32_f16_double_round_boundary|stage2_tie
0x43101001,0x5881,0x59,accept,f32_f16_double_round_boundary|stage2_tie
0x432fefff,0x597f,0x59,accept,f32_f16_double_round_boundary|stage2_tie
0x432ff000,0x5980,0x5a,accept,f32_f16_double_round_boundary|stage2_tie
0x432ff001,0x5980,0x5a,accept,f32_f16_double_round_boundary|stage2_tie
0x43300000,0x5980,0x5a,accept,stage2_tie
0x43500000,0x5a80,0x5a,accept,stage2_tie
0x43500fff,0x5a80,0x5a,accept,f32_f16_double_round_boundary|stage2_tie
0x43501000,0x5a80,0x5a,accept,f32_f16_double_round_boundary|stage2_tie
0x43501001,0x5a81,0x5b,accept,f32_f16_double_round_boundary|stage2_tie
0x436fefff,0x5b7f,0x5b,accept,f32_f16_double_round_boundary|stage2_tie
0x436ff000,0x5b80,0x5c,accept,f32_f16_double_round_boundary|stage2_tie
0x436ff001,0x5b80,0x5c,accept,f32_f16_double_round_boundary|stage2_tie
0x43700000,0x5b80,0x5c,accept,binade_carry|stage2_tie
0x43900000,0x5c80,0x5c,accept,stage2_tie
0x43900fff,0x5c80,0x5c,accept,f32_f16_double_round_boundary|stage2_tie
0x43901000,0x5c80,0x5c,accept,f32_f16_double_round_boundary|stage2_tie
0x43901001,0x5c81,0x5d,accept,f32_f16_double_round_boundary|stage2_tie
0x43afefff,0x5d7f,0x5d,accept,f32_f16_double_round_boundary|stage2_tie
0x43aff000,0x5d80,0x5e,accept,f32_f16_double_round_boundary|stage2_tie
0x43aff001,0x5d80,0x5e,accept,f32_f16_double_round_boundary|stage2_tie
0x43b00000,0x5d80,0x5e,accept,stage2_tie
0x43d00000,0x5e80,0x5e,accept,stage2_tie
0x43d00fff,0x5e80,0x5e,accept,f32_f16_double_round_boundary|stage2_tie
0x43d01000,0x5e80,0x5e,accept,f32_f16_double_round_boundary|stage2_tie
0x43d01001,0x5e81,0x5f,accept,f32_f16_double_round_boundary|stage2_tie
0x43efefff,0x5f7f,0x5f,accept,f32_f16_double_round_boundary|stage2_tie
0x43eff000,0x5f80,0x60,accept,f32_f16_double_round_boundary|stage2_tie
0x43eff001,0x5f80,0x60,accept,f32_f16_double_round_boundary|stage2_tie
0x43f00000,0x5f80,0x60,accept,binade_carry|stage2_tie
0x44100000,0x6080,0x60,accept,stage2_tie
0x44100fff,0x6080,0x60,accept,f32_f16_double_round_boundary|stage2_tie
0x44101000,0x6080,0x60,accept,f32_f16_double_round_boundary|stage2_tie
0x44101001,0x6081,0x61,accept,f32_f16_double_round_boundary|stage2_tie
0x442fefff,0x617f,0x61,accept,f32_f16_double_round_boundary|stage2_tie
0x442ff000,0x6180,0x62,accept,f32_f16_double_round_boundary|stage2_tie
0x442ff001,0x6180,0x62,accept,f32_f16_double_round_boundary|stage2_tie
0x44300000,0x6180,0x62,accept,stage2_tie
0x44500000,0x6280,0x62,accept,stage2_tie
0x44500fff,0x6280,0x62,accept,f32_f16_double_round_boundary|stage2_tie
0x44501000,0x6280,0x62,accept,f32_f16_double_round_boundary|stage2_tie
0x44501001,0x6281,0x63,accept,f32_f16_double_round_boundary|stage2_tie
0x446fefff,0x637f,0x63,accept,f32_f16_double_round_boundary|stage2_tie
0x446ff000,0x6380,0x64,accept,f32_f16_double_round_boundary|stage2_tie
0x446ff001,0x6380,0x64,accept,f32_f16_double_round_boundary|stage2_tie
0x44700000,0x6380,0x64,accept,binade_carry|stage2_tie
0x44900000,0x6480,0x64,accept,stage2_tie
0x44900fff,0x6480,0x64,accept,f32_f16_double_round_boundary|stage2_tie
0x44901000,0x6480,0x64,accept,f32_f16_double_round_boundary|stage2_tie
0x44901001,0x6481,0x65,accept,f32_f16_double_round_boundary|stage2_tie
0x44afefff,0x657f,0x65,accept,f32_f16_double_round_boundary|stage2_tie
0x44aff000,0x6580,0x66,accept,f32_f16_double_round_boundary|stage2_tie
0x44aff001,0x6580,0x66,accept,f32_f16_double_round_boundary|stage2_tie
0x44b00000,0x6580,0x66,accept,stage2_tie
0x44d00000,0x6680,0x66,accept,stage2_tie
0x44d00fff,0x6680,0x66,accept,f32_f16_double_round_boundary|stage2_tie
0x44d01000,0x6680,0x66,accept,f32_f16_double_round_boundary|stage2_tie
0x44d01001,0x6681,0x67,accept,f32_f16_double_round_boundary|stage2_tie
0x44efefff,0x677f,0x67,accept,f32_f16_double_round_boundary|stage2_tie
0x44eff000,0x6780,0x68,accept,f32_f16_double_round_boundary|stage2_tie
0x44eff001,0x6780,0x68,accept,f32_f16_double_round_boundary|stage2_tie
0x44f00000,0x6780,0x68,accept,binade_carry|stage2_tie
0x45100000,0x6880,0x68,accept,stage2_tie
0x45100fff,0x6880,0x68,accept,f32_f16_double_round_boundary|stage2_tie
0x45101000,0x6880,0x68,accept,f32_f16_double_round_boundary|stage2_tie
0x45101001,0x6881,0x69,accept,f32_f16_double_round_boundary|stage2_tie
0x452fefff,0x697f,0x69,accept,f32_f16_double_round_boundary|stage2_tie
0x452ff000,0x6980,0x6a,accept,f32_f16_double_round_boundary|stage2_tie
0x452ff001,0x6980,0x6a,accept,f32_f16_double_round_boundary|stage2_tie
0x45300000,0x6980,0x6a,accept,stage2_tie
0x45500000,0x6a80,0x6a,accept,stage2_tie
0x45500fff,0x6a80,0x6a,accept,f32_f16_double_round_boundary|stage2_tie
0x45501000,0x6a80,0x6a,accept,f32_f16_double_round_boundary|stage2_tie
0x45501001,0x6a81,0x6b,accept,f32_f16_double_round_boundary|stage2_tie
0x456fefff,0x6b7f,0x6b,accept,f32_f16_double_round_boundary|stage2_tie
0x456ff000,0x6b80,0x6c,accept,f32_f16_double_round_boundary|stage2_tie
0x456ff001,0x6b80,0x6c,accept,f32_f16_double_round_boundary|stage2_tie
0x45700000,0x6b80,0x6c,accept,binade_carry|stage2_tie
0x45900000,0x6c80,0x6c,accept,stage2_tie
0x45900fff,0x6c80,0x6c,accept,f32_f16_double_round_boundary|stage2_tie
0x45901000,0x6c80,0x6c,accept,f32_f16_double_round_boundary|stage2_tie
0x45901001,0x6c81,0x6d,accept,f32_f16_double_round_boundary|stage2_tie
0x45afefff,0x6d7f,0x6d,accept,f32_f16_double_round_boundary|stage2_tie
0x45aff000,0x6d80,0x6e,accept,f32_f16_double_round_boundary|stage2_tie
0x45aff001,0x6d80,0x6e,accept,f32_f16_double_round_boundary|stage2_tie
0x45b00000,0x6d80,0x6e,accept,stage2_tie
0x45d00000,0x6e80,0x6e,accept,stage2_tie
0x45d00fff,0x6e80,0x6e,accept,f32_f16_double_round_boundary|stage2_tie
0x45d01000,0x6e80,0x6e,accept,f32_f16_double_round_boundary|stage2_tie
0x45d01001,0x6e81,0x6f,accept,f32_f16_double_round_boundary|stage2_tie
0x45efefff,0x6f7f,0x6f,accept,f32_f16_double_round_boundary|stage2_tie
0x45eff000,0x6f80,0x70,accept,f32_f16_double_round_boundary|stage2_tie
0x45eff001,0x6f80,0x70,accept,f32_f16_double_round_boundary|stage2_tie
0x45f00000,0x6f80,0x70,accept,binade_carry|stage2_tie
0x46100000,0x7080,0x70,accept,stage2_tie
0x46100fff,0x7080,0x70,accept,f32_f16_double_round_boundary|stage2_tie
0x46101000,0x7080,0x70,accept,f32_f16_double_round_boundary|stage2_tie
0x46101001,0x7081,0x71,accept,f32_f16_double_round_boundary|stage2_tie
0x462fefff,0x717f,0x71,accept,f32_f16_double_round_boundary|stage2_tie
0x462ff000,0x7180,0x72,accept,f32_f16_double_round_boundary|stage2_tie
0x462ff001,0x7180,0x72,accept,f32_f16_double_round_boundary|stage2_tie
0x46300000,0x7180,0x72,accept,stage2_tie
0x46500000,0x7280,0x72,accept,stage2_tie
0x46500fff,0x7280,0x72,accept,f32_f16_double_round_boundary|stage2_tie
0x46501000,0x7280,0x72,accept,f32_f16_double_round_boundary|stage2_tie
0x46501001,0x7281,0x73,accept,f32_f16_double_round_boundary|stage2_tie
0x466fefff,0x737f,0x73,accept,f32_f16_double_round_boundary|stage2_tie
0x466ff000,0x7380,0x74,accept,f32_f16_double_round_boundary|stage2_tie
0x466ff001,0x7380,0x74,accept,f32_f16_double_round_boundary|stage2_tie
0x46700000,0x7380,0x74,accept,binade_carry|stage2_tie
0x46900000,0x7480,0x74,accept,stage2_tie
0x46900fff,0x7480,0x74,accept,f32_f16_double_round_boundary|stage2_tie
0x46901000,0x7480,0x74,accept,f32_f16_double_round_boundary|stage2_tie
0x46901001,0x7481,0x75,accept,f32_f16_double_round_boundary|stage2_tie
0x46afefff,0x757f,0x75,accept,f32_f16_double_round_boundary|stage2_tie
0x46aff000,0x7580,0x76,accept,f32_f16_double_round_boundary|stage2_tie
0x46aff001,0x7580,0x76,accept,f32_f16_double_round_boundary|stage2_tie
0x46b00000,0x7580,0x76,accept,stage2_tie
0x46d00000,0x7680,0x76,accept,stage2_tie
0x46d00fff,0x7680,0x76,accept,f32_f16_double_round_boundary|stage2_tie
0x46d01000,0x7680,0x76,accept,f32_f16_double_round_boundary|stage2_tie
0x46d01001,0x7681,0x77,accept,f32_f16_double_round_boundary|stage2_tie
0x46efefff,0x777f,0x77,accept,f32_f16_double_round_boundary|stage2_tie
0x46eff000,0x7780,0x78,accept,f32_f16_double_round_boundary|stage2_tie
0x46eff001,0x7780,0x78,accept,f32_f16_double_round_boundary|stage2_tie
0x46f00000,0x7780,0x78,accept,binade_carry|stage2_tie
0x46ffffff,0x7800,0x78,accept,first_stage_boundary
0x47000000,0x7800,0x78,accept,first_stage_boundary
0x47000001,0x7800,0x78,accept,first_stage_boundary
0x47100000,0x7880,0x78,accept,stage2_tie
0x47100fff,0x7880,0x78,accept,f32_f16_double_round_boundary|stage2_tie
0x47101000,0x7880,0x78,accept,f32_f16_double_round_boundary|stage2_tie
0x47101001,0x7881,0x79,accept,f32_f16_double_round_boundary|stage2_tie
0x472fefff,0x797f,0x79,accept,f32_f16_double_round_boundary|stage2_tie
0x472ff000,0x7980,0x7a,accept,f32_f16_double_round_boundary|stage2_tie
0x472ff001,0x7980,0x7a,accept,f32_f16_double_round_boundary|stage2_tie
0x47300000,0x7980,0x7a,accept,stage2_tie
0x47500000,0x7a80,0x7a,accept,stage2_tie
0x47500fff,0x7a80,0x7a,accept,f32_f16_double_round_boundary|stage2_tie
0x47501000,0x7a80,0x7a,accept,f32_f16_double_round_boundary|stage2_tie
0x47501001,0x7a81,0x7b,accept,f32_f16_double_round_boundary|stage2_tie
0x475fe000,0x7aff,0x7b,accept,max_finite_to_inf|named_boundary
0x47600000,0x7b00,0x7b,accept,max_finite_to_inf|named_boundary
0x476fe000,0x7b7f,0x7b,accept,max_finite_to_inf|named_boundary
0x476fefff,0x7b7f,0x7b,accept,f32_f16_double_round_boundary|max_finite_to_inf|stage2_tie
0x476ff000,0x7b80,0x7c,reject,f32_f16_double_round_boundary|max_finite_to_inf|rounds_to_inf|stage2_tie
0x476ff001,0x7b80,0x7c,reject,f32_f16_double_round_boundary|max_finite_to_inf|rounds_to_inf|stage2_tie
0x47700000,0x7b80,0x7c,reject,binade_carry|max_finite_to_inf|named_boundary|rounds_to_inf|stage2_tie
0x47702000,0x7b81,0x7c,reject,max_finite_to_inf|named_boundary|rounds_to_inf
0x80000000,0x8000,0x80,accept,signed_zero
0x80000001,0x8000,0x80,accept,f32_subnormal
0xb2ffffff,0x8000,0x80,accept,first_stage_boundary
0xb3000000,0x8000,0x80,accept,first_stage_boundary
0xb3000001,0x8001,0x80,accept,first_stage_boundary
0xb37fffff,0x8001,0x80,accept,first_stage_boundary
0xb3800000,0x8001,0x80,accept,first_stage_boundary|named_boundary|subnormal_normal_transition
0xb3800001,0x8001,0x80,accept,first_stage_boundary
0xb6fe0000,0x807f,0x80,accept,named_boundary|subnormal_normal_transition
0xb7000000,0x8080,0x80,accept,named_boundary|stage2_tie|subnormal_normal_transition
0xb7007fff,0x8080,0x80,accept,f32_f16_double_round_boundary|stage2_tie
0xb7008000,0x8080,0x80,accept,f32_f16_double_round_boundary|stage2_tie
0xb7008001,0x8081,0x81,accept,f32_f16_double_round_boundary|stage2_tie
0xb7010000,0x8081,0x81,accept,named_boundary|subnormal_normal_transition
0xb77f0000,0x80ff,0x81,accept,named_boundary|subnormal_normal_transition
0xb77fffff,0x8100,0x81,accept,first_stage_boundary
0xb7800000,0x8100,0x81,accept,first_stage_boundary|named_boundary|subnormal_normal_transition
0xb7800001,0x8100,0x81,accept,first_stage_boundary
0xb7bfbfff,0x817f,0x81,accept,f32_f16_double_round_boundary|stage2_tie
0xb7bfc000,0x8180,0x82,accept,f32_f16_double_round_boundary|stage2_tie
0xb7bfc001,0x8180,0x82,accept,f32_f16_double_round_boundary|stage2_tie
0xb7c00000,0x8180,0x82,accept,stage2_tie
0xb8200000,0x8280,0x82,accept,stage2_tie
0xb8201fff,0x8280,0x82,accept,f32_f16_double_round_boundary|stage2_tie
0xb8202000,0x8280,0x82,accept,f32_f16_double_round_boundary|stage2_tie
0xb8202001,0x8281,0x83,accept,f32_f16_double_round_boundary|stage2_tie
0xb83fc000,0x82ff,0x83,accept,named_boundary|subnormal_normal_transition
0xb8400000,0x8300,0x83,accept,named_boundary|subnormal_normal_transition
0xb85fc000,0x837f,0x83,accept,named_boundary|subnormal_normal_transition
0xb85fdfff,0x837f,0x83,accept,f32_f16_double_round_boundary|stage2_tie
0xb85fe000,0x8380,0x84,accept,f32_f16_double_round_boundary|stage2_tie
0xb85fe001,0x8380,0x84,accept,f32_f16_double_round_boundary|stage2_tie
0xb8600000,0x8380,0x84,accept,binade_carry|named_boundary|stage2_tie|subnormal_normal_transition
0xb8604000,0x8381,0x84,accept,named_boundary|subnormal_normal_transition
0xb87fc000,0x83ff,0x84,accept,named_boundary|subnormal_normal_transition
0xb87fffff,0x8400,0x84,accept,first_stage_boundary
0xb8800000,0x8400,0x84,accept,first_stage_boundary|named_boundary|subnormal_normal_transition
0xb8800001,0x8400,0x84,accept,first_stage_boundary
0xb8802000,0x8401,0x84,accept,named_boundary|subnormal_normal_transition
0xb8900000,0x8480,0x84,accept,stage2_tie
0xb8900fff,0x8480,0x84,accept,f32_f16_double_round_boundary|stage2_tie
0xb8901000,0x8480,0x84,accept,f32_f16_double_round_boundary|stage2_tie
0xb8901001,0x8481,0x85,accept,f32_f16_double_round_boundary|stage2_tie
0xb8afefff,0x857f,0x85,accept,f32_f16_double_round_boundary|stage2_tie
0xb8aff000,0x8580,0x86,accept,f32_f16_double_round_boundary|stage2_tie
0xb8aff001,0x8580,0x86,accept,f32_f16_double_round_boundary|stage2_tie
0xb8b00000,0x8580,0x86,accept,stage2_tie
0xb8d00000,0x8680,0x86,accept,stage2_tie
0xb8d00fff,0x8680,0x86,accept,f32_f16_double_round_boundary|stage2_tie
0xb8d01000,0x8680,0x86,accept,f32_f16_double_round_boundary|stage2_tie
0xb8d01001,0x8681,0x87,accept,f32_f16_double_round_boundary|stage2_tie
0xb8efefff,0x877f,0x87,accept,f32_f16_double_round_boundary|stage2_tie
0xb8eff000,0x8780,0x88,accept,f32_f16_double_round_boundary|stage2_tie
0xb8eff001,0x8780,0x88,accept,f32_f16_double_round_boundary|stage2_tie
0xb8f00000,0x8780,0x88,accept,binade_carry|stage2_tie
0xb9100000,0x8880,0x88,accept,stage2_tie
0xb9100fff,0x8880,0x88,accept,f32_f16_double_round_boundary|stage2_tie
0xb9101000,0x8880,0x88,accept,f32_f16_double_round_boundary|stage2_tie
0xb9101001,0x8881,0x89,accept,f32_f16_double_round_boundary|stage2_tie
0xb92fefff,0x897f,0x89,accept,f32_f16_double_round_boundary|stage2_tie
0xb92ff000,0x8980,0x8a,accept,f32_f16_double_round_boundary|stage2_tie
0xb92ff001,0x8980,0x8a,accept,f32_f16_double_round_boundary|stage2_tie
0xb9300000,0x8980,0x8a,accept,stage2_tie
0xb9500000,0x8a80,0x8a,accept,stage2_tie
0xb9500fff,0x8a80,0x8a,accept,f32_f16_double_round_boundary|stage2_tie
0xb9501000,0x8a80,0x8a,accept,f32_f16_double_round_boundary|stage2_tie
0xb9501001,0x8a81,0x8b,accept,f32_f16_double_round_boundary|stage2_tie
0xb96fefff,0x8b7f,0x8b,accept,f32_f16_double_round_boundary|stage2_tie
0xb96ff000,0x8b80,0x8c,accept,f32_f16_double_round_boundary|stage2_tie
0xb96ff001,0x8b80,0x8c,accept,f32_f16_double_round_boundary|stage2_tie
0xb9700000,0x8b80,0x8c,accept,binade_carry|stage2_tie
0xb9900000,0x8c80,0x8c,accept,stage2_tie
0xb9900fff,0x8c80,0x8c,accept,f32_f16_double_round_boundary|stage2_tie
0xb9901000,0x8c80,0x8c,accept,f32_f16_double_round_boundary|stage2_tie
0xb9901001,0x8c81,0x8d,accept,f32_f16_double_round_boundary|stage2_tie
0xb9afefff,0x8d7f,0x8d,accept,f32_f16_double_round_boundary|stage2_tie
0xb9aff000,0x8d80,0x8e,accept,f32_f16_double_round_boundary|stage2_tie
0xb9aff001,0x8d80,0x8e,accept,f32_f16_double_round_boundary|stage2_tie
0xb9b00000,0x8d80,0x8e,accept,stage2_tie
0xb9d00000,0x8e80,0x8e,accept,stage2_tie
0xb9d00fff,0x8e80,0x8e,accept,f32_f16_double_round_boundary|stage2_tie
0xb9d01000,0x8e80,0x8e,accept,f32_f16_double_round_boundary|stage2_tie
0xb9d01001,0x8e81,0x8f,accept,f32_f16_double_round_boundary|stage2_tie
0xb9efefff,0x8f7f,0x8f,accept,f32_f16_double_round_boundary|stage2_tie
0xb9eff000,0x8f80,0x90,accept,f32_f16_double_round_boundary|stage2_tie
0xb9eff001,0x8f80,0x90,accept,f32_f16_double_round_boundary|stage2_tie
0xb9f00000,0x8f80,0x90,accept,binade_carry|stage2_tie
0xba100000,0x9080,0x90,accept,stage2_tie
0xba100fff,0x9080,0x90,accept,f32_f16_double_round_boundary|stage2_tie
0xba101000,0x9080,0x90,accept,f32_f16_double_round_boundary|stage2_tie
0xba101001,0x9081,0x91,accept,f32_f16_double_round_boundary|stage2_tie
0xba2fefff,0x917f,0x91,accept,f32_f16_double_round_boundary|stage2_tie
0xba2ff000,0x9180,0x92,accept,f32_f16_double_round_boundary|stage2_tie
0xba2ff001,0x9180,0x92,accept,f32_f16_double_round_boundary|stage2_tie
0xba300000,0x9180,0x92,accept,stage2_tie
0xba500000,0x9280,0x92,accept,stage2_tie
0xba500fff,0x9280,0x92,accept,f32_f16_double_round_boundary|stage2_tie
0xba501000,0x9280,0x92,accept,f32_f16_double_round_boundary|stage2_tie
0xba501001,0x9281,0x93,accept,f32_f16_double_round_boundary|stage2_tie
0xba6fefff,0x937f,0x93,accept,f32_f16_double_round_boundary|stage2_tie
0xba6ff000,0x9380,0x94,accept,f32_f16_double_round_boundary|stage2_tie
0xba6ff001,0x9380,0x94,accept,f32_f16_double_round_boundary|stage2_tie
0xba700000,0x9380,0x94,accept,binade_carry|stage2_tie
0xba900000,0x9480,0x94,accept,stage2_tie
0xba900fff,0x9480,0x94,accept,f32_f16_double_round_boundary|stage2_tie
0xba901000,0x9480,0x94,accept,f32_f16_double_round_boundary|stage2_tie
0xba901001,0x9481,0x95,accept,f32_f16_double_round_boundary|stage2_tie
0xbaafefff,0x957f,0x95,accept,f32_f16_double_round_boundary|stage2_tie
0xbaaff000,0x9580,0x96,accept,f32_f16_double_round_boundary|stage2_tie
0xbaaff001,0x9580,0x96,accept,f32_f16_double_round_boundary|stage2_tie
0xbab00000,0x9580,0x96,accept,stage2_tie
0xbad00000,0x9680,0x96,accept,stage2_tie
0xbad00fff,0x9680,0x96,accept,f32_f16_double_round_boundary|stage2_tie
0xbad01000,0x9680,0x96,accept,f32_f16_double_round_boundary|stage2_tie
0xbad01001,0x9681,0x97,accept,f32_f16_double_round_boundary|stage2_tie
0xbaefefff,0x977f,0x97,accept,f32_f16_double_round_boundary|stage2_tie
0xbaeff000,0x9780,0x98,accept,f32_f16_double_round_boundary|stage2_tie
0xbaeff001,0x9780,0x98,accept,f32_f16_double_round_boundary|stage2_tie
0xbaf00000,0x9780,0x98,accept,binade_carry|stage2_tie
0xbb100000,0x9880,0x98,accept,stage2_tie
0xbb100fff,0x9880,0x98,accept,f32_f16_double_round_boundary|stage2_tie
0xbb101000,0x9880,0x98,accept,f32_f16_double_round_boundary|stage2_tie
0xbb101001,0x9881,0x99,accept,f32_f16_double_round_boundary|stage2_tie
0xbb2fefff,0x997f,0x99,accept,f32_f16_double_round_boundary|stage2_tie
0xbb2ff000,0x9980,0x9a,accept,f32_f16_double_round_boundary|stage2_tie
0xbb2ff001,0x9980,0x9a,accept,f32_f16_double_round_boundary|stage2_tie
0xbb300000,0x9980,0x9a,accept,stage2_tie
0xbb500000,0x9a80,0x9a,accept,stage2_tie
0xbb500fff,0x9a80,0x9a,accept,f32_f16_double_round_boundary|stage2_tie
0xbb501000,0x9a80,0x9a,accept,f32_f16_double_round_boundary|stage2_tie
0xbb501001,0x9a81,0x9b,accept,f32_f16_double_round_boundary|stage2_tie
0xbb6fefff,0x9b7f,0x9b,accept,f32_f16_double_round_boundary|stage2_tie
0xbb6ff000,0x9b80,0x9c,accept,f32_f16_double_round_boundary|stage2_tie
0xbb6ff001,0x9b80,0x9c,accept,f32_f16_double_round_boundary|stage2_tie
0xbb700000,0x9b80,0x9c,accept,binade_carry|stage2_tie
0xbb900000,0x9c80,0x9c,accept,stage2_tie
0xbb900fff,0x9c80,0x9c,accept,f32_f16_double_round_boundary|stage2_tie
0xbb901000,0x9c80,0x9c,accept,f32_f16_double_round_boundary|stage2_tie
0xbb901001,0x9c81,0x9d,accept,f32_f16_double_round_boundary|stage2_tie
0xbbafefff,0x9d7f,0x9d,accept,f32_f16_double_round_boundary|stage2_tie
0xbbaff000,0x9d80,0x9e,accept,f32_f16_double_round_boundary|stage2_tie
0xbbaff001,0x9d80,0x9e,accept,f32_f16_double_round_boundary|stage2_tie
0xbbb00000,0x9d80,0x9e,accept,stage2_tie
0xbbd00000,0x9e80,0x9e,accept,stage2_tie
0xbbd00fff,0x9e80,0x9e,accept,f32_f16_double_round_boundary|stage2_tie
0xbbd01000,0x9e80,0x9e,accept,f32_f16_double_round_boundary|stage2_tie
0xbbd01001,0x9e81,0x9f,accept,f32_f16_double_round_boundary|stage2_tie
0xbbefefff,0x9f7f,0x9f,accept,f32_f16_double_round_boundary|stage2_tie
0xbbeff000,0x9f80,0xa0,accept,f32_f16_double_round_boundary|stage2_tie
0xbbeff001,0x9f80,0xa0,accept,f32_f16_double_round_boundary|stage2_tie
0xbbf00000,0x9f80,0xa0,accept,binade_carry|stage2_tie
0xbc100000,0xa080,0xa0,accept,stage2_tie
0xbc100fff,0xa080,0xa0,accept,f32_f16_double_round_boundary|stage2_tie
0xbc101000,0xa080,0xa0,accept,f32_f16_double_round_boundary|stage2_tie
0xbc101001,0xa081,0xa1,accept,f32_f16_double_round_boundary|stage2_tie
0xbc2fefff,0xa17f,0xa1,accept,f32_f16_double_round_boundary|stage2_tie
0xbc2ff000,0xa180,0xa2,accept,f32_f16_double_round_boundary|stage2_tie
0xbc2ff001,0xa180,0xa2,accept,f32_f16_double_round_boundary|stage2_tie
0xbc300000,0xa180,0xa2,accept,stage2_tie
0xbc500000,0xa280,0xa2,accept,stage2_tie
0xbc500fff,0xa280,0xa2,accept,f32_f16_double_round_boundary|stage2_tie
0xbc501000,0xa280,0xa2,accept,f32_f16_double_round_boundary|stage2_tie
0xbc501001,0xa281,0xa3,accept,f32_f16_double_round_boundary|stage2_tie
0xbc6fefff,0xa37f,0xa3,accept,f32_f16_double_round_boundary|stage2_tie
0xbc6ff000,0xa380,0xa4,accept,f32_f16_double_round_boundary|stage2_tie
0xbc6ff001,0xa380,0xa4,accept,f32_f16_double_round_boundary|stage2_tie
0xbc700000,0xa380,0xa4,accept,binade_carry|stage2_tie
0xbc900000,0xa480,0xa4,accept,stage2_tie
0xbc900fff,0xa480,0xa4,accept,f32_f16_double_round_boundary|stage2_tie
0xbc901000,0xa480,0xa4,accept,f32_f16_double_round_boundary|stage2_tie
0xbc901001,0xa481,0xa5,accept,f32_f16_double_round_boundary|stage2_tie
0xbcafefff,0xa57f,0xa5,accept,f32_f16_double_round_boundary|stage2_tie
0xbcaff000,0xa580,0xa6,accept,f32_f16_double_round_boundary|stage2_tie
0xbcaff001,0xa580,0xa6,accept,f32_f16_double_round_boundary|stage2_tie
0xbcb00000,0xa580,0xa6,accept,stage2_tie
0xbcd00000,0xa680,0xa6,accept,stage2_tie
0xbcd00fff,0xa680,0xa6,accept,f32_f16_double_round_boundary|stage2_tie
0xbcd01000,0xa680,0xa6,accept,f32_f16_double_round_boundary|stage2_tie
0xbcd01001,0xa681,0xa7,accept,f32_f16_double_round_boundary|stage2_tie
0xbcefefff,0xa77f,0xa7,accept,f32_f16_double_round_boundary|stage2_tie
0xbceff000,0xa780,0xa8,accept,f32_f16_double_round_boundary|stage2_tie
0xbceff001,0xa780,0xa8,accept,f32_f16_double_round_boundary|stage2_tie
0xbcf00000,0xa780,0xa8,accept,binade_carry|stage2_tie
0xbd100000,0xa880,0xa8,accept,stage2_tie
0xbd100fff,0xa880,0xa8,accept,f32_f16_double_round_boundary|stage2_tie
0xbd101000,0xa880,0xa8,accept,f32_f16_double_round_boundary|stage2_tie
0xbd101001,0xa881,0xa9,accept,f32_f16_double_round_boundary|stage2_tie
0xbd2fefff,0xa97f,0xa9,accept,f32_f16_double_round_boundary|stage2_tie
0xbd2ff000,0xa980,0xaa,accept,f32_f16_double_round_boundary|stage2_tie
0xbd2ff001,0xa980,0xaa,accept,f32_f16_double_round_boundary|stage2_tie
0xbd300000,0xa980,0xaa,accept,stage2_tie
0xbd500000,0xaa80,0xaa,accept,stage2_tie
0xbd500fff,0xaa80,0xaa,accept,f32_f16_double_round_boundary|stage2_tie
0xbd501000,0xaa80,0xaa,accept,f32_f16_double_round_boundary|stage2_tie
0xbd501001,0xaa81,0xab,accept,f32_f16_double_round_boundary|stage2_tie
0xbd6fefff,0xab7f,0xab,accept,f32_f16_double_round_boundary|stage2_tie
0xbd6ff000,0xab80,0xac,accept,f32_f16_double_round_boundary|stage2_tie
0xbd6ff001,0xab80,0xac,accept,f32_f16_double_round_boundary|stage2_tie
0xbd700000,0xab80,0xac,accept,binade_carry|stage2_tie
0xbd900000,0xac80,0xac,accept,stage2_tie
0xbd900fff,0xac80,0xac,accept,f32_f16_double_round_boundary|stage2_tie
0xbd901000,0xac80,0xac,accept,f32_f16_double_round_boundary|stage2_tie
0xbd901001,0xac81,0xad,accept,f32_f16_double_round_boundary|stage2_tie
0xbdafefff,0xad7f,0xad,accept,f32_f16_double_round_boundary|stage2_tie
0xbdaff000,0xad80,0xae,accept,f32_f16_double_round_boundary|stage2_tie
